volcanoName,eruptionCertainty,startDate,maxVEI,activityArea,evidenceMethod,stopDate,latitude,longitude,volcanoHeight,country,primaryVolcanoType,population5km,population10km,population30km,population100km
San Miguel,Confirmed Eruption,2017 Jan 7,1,,Historical Observations,2017 Jan 7,13.434,-88.269,2130 m,El Salvador,Stratovolcano,"1,232","63,007","796,482","3,633,885"
Bogoslof,Confirmed Eruption,2016 Dec 20,3,,Historical Observations,2017 Aug 30,53.93,-168.03,150 m,United States,Submarine,0,0,0,"4,216"
Chirinkotan,Confirmed Eruption,2016 Nov 29,3,,Historical Observations,2017 Apr 7,48.98,153.48,724 m,Russia,Stratovolcano,0,0,0,6
Nyamulagira,Confirmed Eruption,2016 Nov 27,0,,Historical Observations,2017 May 2,-1.408,29.2,3058 m,DR Congo,Shield,"3,751","27,027","711,356","8,333,476"
Zhupanovsky,Confirmed Eruption,2016 Nov 20,2,,Historical Observations,2016 Nov 20,53.589,159.15,2899 m,Russia,Compound,0,0,153,"267,080"
Kerinci,Confirmed Eruption,2016 Nov 15,1,,Historical Observations,2016 Nov 21,-1.697,101.264,3800 m,Indonesia,Stratovolcano,304,"33,878","264,107","1,437,454"
Sabancaya,Confirmed Eruption,2016 Nov 6,3,,Historical Observations,2021 Dec 9 (continuing),-15.787,-71.857,5960 m,Peru,Stratovolcano(es),51,526,"12,678","1,052,517"
Ebeko,Confirmed Eruption,2016 Oct 20,2,,Historical Observations,2021 Nov 9,50.686,156.014,1103 m,Russia,Stratovolcano,0,267,"1,076","3,098"
Ulawun,Confirmed Eruption,2016 Oct 11,1,,Historical Observations,2016 Nov 18,-5.05,151.33,2334 m,Papua New Guinea,Stratovolcano,30,"1,801","10,577","61,018"
Asosan,Confirmed Eruption,2016 Oct 7,3,,Historical Observations,2016 Nov 12,32.884,131.104,1592 m,Japan,Caldera,"75,559","75,559","234,591","6,507,519"
Karymsky,Confirmed Eruption,2016 Oct 5,2,,Historical Observations,2016 Oct 8,54.049,159.443,1513 m,Russia,Stratovolcano,0,0,291,"10,848"
"Lengai, Ol Doinyo",Confirmed Eruption,2016 Sep 21,--,North Crater,Historical Observations,2016 Oct 13 (in or after),-2.764,35.914,2962 m,Tanzania,Stratovolcano,186,"1,855","18,074","545,305"
Whakaari/White Island,Confirmed Eruption,2016 Sep 13,1,2012 lava dome,Historical Observations,2016 Sep 13,-37.52,177.18,294 m,New Zealand,Stratovolcano(es),5,5,5,"190,290"
Ubinas,Confirmed Eruption,2016 Sep 13,2,,Historical Observations,2017 Mar 2,-16.355,-70.903,5672 m,Peru,Stratovolcano,180,"1,195","14,607","1,136,785"
"Fournaise, Piton de la",Confirmed Eruption,2016 Sep 11,0,,Historical Observations,2016 Sep 18,-21.244,55.708,2632 m,France,Shield,"55,859","55,859","246,792","717,820"
Gamalama,Confirmed Eruption,2016 Aug 3,1,,Historical Observations,2016 Aug 4,0.8,127.33,1715 m,Indonesia,Stratovolcano(es),"103,429","204,820","308,691","536,972"
Rinjani,Confirmed Eruption,2016 Aug 1,2,Barujari Crater,Historical Observations,2016 Sep 27,-8.42,116.47,3726 m,Indonesia,Stratovolcano,"10,289","55,594","1,374,441","3,555,330"
Chikurachki,Confirmed Eruption,2016 Jul 27,2,,Historical Observations,2016 Aug 18,50.324,155.461,1781 m,Russia,Stratovolcano(es),0,65,527,"2,492"
San Miguel,Confirmed Eruption,2016 Jun 18,1,,Historical Observations,2016 Jun 18,13.434,-88.269,2130 m,El Salvador,Stratovolcano,"1,232","63,007","796,482","3,633,885"
Bulusan,Confirmed Eruption,2016 Jun 10,2,SE vent,Historical Observations,2017 Mar 2,12.769,124.056,1535 m,Philippines,Stratovolcano(es),"2,789","74,286","518,705","3,360,418"
Poas,Confirmed Eruption,2016 Jun 5,1,,Historical Observations,2016 Aug 16,10.2,-84.233,2697 m,Costa Rica,Stratovolcano,"1,947","11,107","950,796","3,411,023"
"Fournaise, Piton de la",Confirmed Eruption,2016 May 26,0,Château Fort crater,Historical Observations,2016 May 27,-21.244,55.708,2632 m,France,Shield,"55,859","55,859","246,792","717,820"
Whakaari/White Island,Confirmed Eruption,2016 Apr 27,1,,Historical Observations,2016 Apr 27,-37.52,177.18,294 m,New Zealand,Stratovolcano(es),5,5,5,"190,290"
Bristol Island,Confirmed Eruption,2016 Apr 24,1,,Historical Observations,2016 Jul 19,-59.017,-26.533,1100 m,United Kingdom,Stratovolcano,0,0,0,0
San Cristobal,Confirmed Eruption,2016 Apr 22,2,,Historical Observations,2016 Apr 22,12.702,-87.004,1745 m,Nicaragua,Stratovolcano,208,"7,876","351,227","2,002,579"
Cleveland,Confirmed Eruption,2016 Apr 16,2,Summit crater,Historical Observations,2019 Jan 16,52.825,-169.944,1730 m,United States,Stratovolcano,0,0,0,9
Kerinci,Confirmed Eruption,2016 Mar 31,2,,Historical Observations,2016 Jun 9,-1.697,101.264,3800 m,Indonesia,Stratovolcano,304,"33,878","264,107","1,437,454"
Zavodovski,Confirmed Eruption,2016 Mar 30,1,,Historical Observations,2016 May 16 ± 15 days,-56.3,-27.57,551 m,United Kingdom,Stratovolcano,0,0,0,0
Chikurachki,Confirmed Eruption,2016 Mar 29,2,,Historical Observations,2016 Mar 31,50.324,155.461,1781 m,Russia,Stratovolcano(es),0,65,527,"2,492"
Pavlof,Confirmed Eruption,2016 Mar 27,2,,Historical Observations,2016 Jul 30,55.417,-161.894,2493 m,United States,Stratovolcano,0,0,0,"3,002"
Sangay,Confirmed Eruption,2016 Mar 25,2,Summit crater,Historical Observations,2016 Nov 17,-2.005,-78.341,5286 m,Ecuador,Stratovolcano,231,"1,675","15,130","1,355,275"
Bulusan,Confirmed Eruption,2016 Feb 22,2,,Historical Observations,2016 Feb 22,12.769,124.056,1535 m,Philippines,Stratovolcano(es),"2,789","74,286","518,705","3,360,418"
San Miguel,Confirmed Eruption,2016 Jan 12,1,,Historical Observations,2016 Jan 18,13.434,-88.269,2130 m,El Salvador,Stratovolcano,"1,232","63,007","796,482","3,633,885"
"Chillan, Nevados de",Confirmed Eruption,2016 Jan 8,2,Nicanor crater,Historical Observations,2021 Dec 9 (continuing),-36.868,-71.378,3180 m,Chile,Stratovolcano,68,371,"3,733","512,325"
Soputan,Confirmed Eruption,2016 Jan 2,3,,Historical Observations,2016 Feb 7,1.112,124.737,1785 m,Indonesia,Stratovolcano,"4,724","69,991","501,336","1,696,768"
Momotombo,Confirmed Eruption,2015 Dec 1,2,,Historical Observations,2016 Apr 7,12.423,-86.539,1270 m,Nicaragua,Stratovolcano,100,"1,851","98,583","3,569,021"
Kanlaon,Confirmed Eruption,2015 Nov 24,2,,Historical Observations,2016 Jun 18,10.412,123.132,2435 m,Philippines,Stratovolcano,"1,662","40,276","923,257","9,345,000"
Marapi,Confirmed Eruption,2015 Nov 14,1,,Historical Observations,2015 Nov 14,-0.38,100.474,2885 m,Indonesia,Complex,706,"57,453","818,039","4,059,773"
Tengger Caldera,Confirmed Eruption,2015 Nov 12,2,Bromo cone,Historical Observations,2016 Nov 12,-7.942,112.95,2329 m,Indonesia,Stratovolcano(es),"27,826","69,451","1,420,878","22,628,278"
Lascar,Confirmed Eruption,2015 Oct 30,2,,Historical Observations,2017 Apr 2 ± 1 days,-23.37,-67.73,5592 m,Chile,Stratovolcano(es),0,70,570,"8,119"
Rinjani,Confirmed Eruption,2015 Oct 25,2,Barujari crater,Historical Observations,2015 Dec 24,-8.42,116.47,3726 m,Indonesia,Stratovolcano,"10,289","55,594","1,374,441","3,555,330"
Langila,Confirmed Eruption,2015 Oct 22,2,,Historical Observations,2021 Dec 9 (continuing),-5.525,148.42,1330 m,Papua New Guinea,Complex,213,"3,653","11,641","45,698"
Masaya,Confirmed Eruption,2015 Oct 3,1,,Historical Observations,2021 Dec 9 (continuing),11.985,-86.165,594 m,Nicaragua,Caldera,"989,888","989,888","1,914,707","2,926,954"
Tofua,Confirmed Eruption,2015 Oct 2,0,,Historical Observations,2021 Nov 28 (continuing),-19.75,-175.07,515 m,Tonga,Caldera,"1,556","1,556","1,556","8,789"
Alaid,Confirmed Eruption,2015 Sep 29,1,,Historical Observations,2016 Aug 11,50.861,155.565,2285 m,Russia,Stratovolcano,0,64,64,"2,887"
Telica,Confirmed Eruption,2015 Sep 23,2,,Historical Observations,2016 May 11,12.606,-86.84,1036 m,Nicaragua,Stratovolcano(es),"1,079","21,990","327,294","2,982,538"
Copahue,Confirmed Eruption,2015 Sep 18,2,Agrio Crater,Historical Observations,2016 Dec 30,-37.856,-71.183,2953 m,Chile-Argentina,Stratovolcano,88,555,"3,042","138,414"
Lokon-Empung,Confirmed Eruption,2015 Aug 30,1,Tompaluan,Historical Observations,2015 Sep 28 ± 1 days,1.358,124.792,1580 m,Indonesia,Stratovolcano(es),"12,183","75,684","942,160","1,583,346"
Klyuchevskoy,Confirmed Eruption,2015 Aug 28,3,,Historical Observations,2018 Jun 15,56.056,160.642,4754 m,Russia,Stratovolcano,0,0,292,"12,406"
Cotopaxi,Confirmed Eruption,2015 Aug 14,2,,Historical Observations,2016 Jan 24,-0.677,-78.436,5911 m,Ecuador,Stratovolcano,251,"7,299","152,139","3,631,492"
San Miguel,Confirmed Eruption,2015 Aug 13,1,,Historical Observations,2015 Aug 13,13.434,-88.269,2130 m,El Salvador,Stratovolcano,"1,232","63,007","796,482","3,633,885"
Kick 'em Jenny,Confirmed Eruption,2015 Jul 23,0,,Historical Observations,2015 Jul 24,12.3,-61.64,-185 m,Grenada,Submarine,0,"4,687","72,786","104,256"
Gamalama,Confirmed Eruption,2015 Jul 16,2,,Historical Observations,2015 Sep 8,0.8,127.33,1715 m,Indonesia,Stratovolcano(es),"103,429","204,820","308,691","536,972"
Sirung,Confirmed Eruption,2015 Jul 7,1,,Historical Observations,2015 Jul 8,-8.508,124.13,862 m,Indonesia,Complex,"5,966","19,334","69,744","418,756"
Hakoneyama,Confirmed Eruption,2015 Jun 29,1,,Historical Observations,2015 Jul 1,35.233,139.021,1438 m,Japan,Complex,"14,140","53,755","1,543,563","30,282,197"
Sabancaya,Confirmed Eruption,2015 Jun 28,1,,Historical Observations,2015 Jul 9,-15.787,-71.857,5960 m,Peru,Stratovolcano(es),51,526,"12,678","1,052,517"
Ciremai,Uncertain Eruption,2015 Jun 24,--,, ,[ 2015 Jun 24 ],-6.895,108.408,3039 m,Indonesia,Stratovolcano,915,"67,377","3,058,015","25,718,820"
"Lengai, Ol Doinyo",Confirmed Eruption,2015 Jun 20,0,North Crater,Historical Observations,2015 Aug 24 (in or after),-2.764,35.914,2962 m,Tanzania,Stratovolcano,186,"1,855","18,074","545,305"
Asamayama,Confirmed Eruption,2015 Jun 16,1,,Historical Observations,2015 Jun 16,36.406,138.523,2568 m,Japan,Complex,583,"22,371","457,576","7,629,353"
Rincon de la Vieja,Confirmed Eruption,2015 Jun 16,1,Crater lake,Historical Observations,2016 May 1,10.83,-85.324,1916 m,Costa Rica,Complex,271,"1,428","78,668","659,105"
Pacaya,Confirmed Eruption,2015 Jun 7,1,MacKenney Crater,Historical Observations,2021 Aug 18,14.382,-90.601,2569 m,Guatemala,Complex,"4,250","53,579","2,454,482","7,033,094"
Kuchinoerabujima,Confirmed Eruption,2015 May 29,3,,Historical Observations,2015 Jun 19,30.443,130.217,657 m,Japan,Stratovolcano(es),"1,544","1,698","5,348","149,518"
Wolf,Confirmed Eruption,2015 May 25,4,,Historical Observations,2015 Jun 2,0.02,-91.35,1710 m,Ecuador,Shield,165,165,237,"1,673"
Lokon-Empung,Confirmed Eruption,2015 May 20,1,Tompaluan,Historical Observations,2015 May 27,1.358,124.792,1580 m,Indonesia,Stratovolcano(es),"12,183","75,684","942,160","1,583,346"
Telica,Confirmed Eruption,2015 May 7,2,,Historical Observations,2015 May 28,12.606,-86.84,1036 m,Nicaragua,Stratovolcano(es),"1,079","21,990","327,294","2,982,538"
Bulusan,Confirmed Eruption,2015 May 1,2,,Historical Observations,2015 Jul 17,12.769,124.056,1535 m,Philippines,Stratovolcano(es),"2,789","74,286","518,705","3,360,418"
Axial Seamount,Confirmed Eruption,2015 Apr 23,0,NE flank,Seismicity,2015 May 24 ± 1 days,45.95,-130,-1410 m,Undersea Features,Submarine,0,0,0,0
Calbuco,Confirmed Eruption,2015 Apr 22,4,,Historical Observations,2015 May 26,-41.33,-72.618,1974 m,Chile,Stratovolcano,70,871,"32,265","575,233"
Turrialba,Confirmed Eruption,2015 Mar 8,2,,Historical Observations,2019 Dec 7,10.025,-83.767,3340 m,Costa Rica,Stratovolcano,"1,891","6,867","672,428","3,390,544"
San Cristobal,Confirmed Eruption,2015 Mar 5,2,,Historical Observations,2015 Jun 12,12.702,-87.004,1745 m,Nicaragua,Stratovolcano,208,"7,876","351,227","2,002,579"
Chikurachki,Confirmed Eruption,2015 Feb 16,3,,Historical Observations,2015 Feb 18,50.324,155.461,1781 m,Russia,Stratovolcano(es),0,65,527,"2,492"
"Fournaise, Piton de la",Confirmed Eruption,2015 Feb 4,0,,Historical Observations,2015 Oct 31,-21.244,55.708,2632 m,France,Shield,"55,859","55,859","246,792","717,820"
San Miguel,Confirmed Eruption,2015 Jan 26,1,,Historical Observations,2015 Apr 11,13.434,-88.269,2130 m,El Salvador,Stratovolcano,"1,232","63,007","796,482","3,633,885"
Sangay,Confirmed Eruption,2015 Jan 19,2,Summit crater,Historical Observations,2015 Apr 7,-2.005,-78.341,5286 m,Ecuador,Stratovolcano,231,"1,675","15,130","1,355,275"
Soputan,Confirmed Eruption,2015 Jan 6,3,,Historical Observations,2015 Mar 7,1.112,124.737,1785 m,Indonesia,Stratovolcano,"4,724","69,991","501,336","1,696,768"
Klyuchevskoy,Confirmed Eruption,2015 Jan 1,2,,Historical Observations,2015 May 10,56.056,160.642,4754 m,Russia,Stratovolcano,0,0,292,"12,406"
Hunga Tonga-Hunga Ha'apai,Confirmed Eruption,2014 Dec 19,2,,Historical Observations,2015 Jan 23 ± 3 days,-20.536,-175.382,114 m,Tonga,Submarine,230,230,532,"86,213"
Gamalama,Confirmed Eruption,2014 Dec 18,2,,Historical Observations,2014 Dec 25,0.8,127.33,1715 m,Indonesia,Stratovolcano(es),"103,429","204,820","308,691","536,972"
Sinarka,Uncertain Eruption,2014 Dec 3,1,, ,[ 2014 Dec 3 ],48.873,154.182,911 m,Russia,Stratovolcano,0,3,3,57
Villarrica,Confirmed Eruption,2014 Dec 2,1,,Historical Observations,2021 Dec 9 (continuing),-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
Lopevi,Uncertain Eruption,2014 Dec 1,--,, ,[ 2014 Dec 15 ],-16.507,168.346,1413 m,Vanuatu,Stratovolcano,690,793,"7,942","50,310"
Raung,Confirmed Eruption,2014 Nov 23,3,,Historical Observations,2015 Aug 30 ± 8 days,-8.119,114.056,3260 m,Indonesia,Stratovolcano,152,572,"581,515","8,123,987"
Fogo,Confirmed Eruption,2014 Nov 23,3,WSW base of Pico ,Historical Observations,2015 Feb 8,14.95,-24.35,2829 m,Cape Verde,Stratovolcano,189,"13,254","37,650","267,298"
Chirinkotan,Confirmed Eruption,2014 Nov 21,2,,Historical Observations,2015 Aug 10,48.98,153.48,724 m,Russia,Stratovolcano,0,0,0,6
"Ruiz, Nevado del",Confirmed Eruption,2014 Nov 18,2,,Historical Observations,2021 Dec 9 (continuing),4.892,-75.324,5279 m,Colombia,Stratovolcano,"3,849","20,146","507,608","4,252,435"
Saunders,Confirmed Eruption,2014 Nov 12,1,Summit crater,Historical Observations,2021 Dec 2 (continuing),-57.8,-26.483,843 m,United Kingdom,Stratovolcano,0,0,0,0
Pavlof,Confirmed Eruption,2014 Nov 12,1,,Historical Observations,2014 Nov 15,55.417,-161.894,2493 m,United States,Stratovolcano,0,0,0,"3,002"
Turrialba,Confirmed Eruption,2014 Oct 29,2,Central Crater,Historical Observations,2014 Dec 8,10.025,-83.767,3340 m,Costa Rica,Stratovolcano,"1,891","6,867","672,428","3,390,544"
Lewotobi,Uncertain Eruption,2014 Oct 6,2,, ,[ 2014 Oct 6 ],-8.542,122.775,1703 m,Indonesia,Stratovolcano(es),"18,686","59,084","284,976","906,184"
Ontakesan,Confirmed Eruption,2014 Sep 27,3,Summit crater,Historical Observations,2014 Oct 14,35.893,137.48,3067 m,Japan,Complex,176,"2,098","86,634","8,307,889"
Rincon de la Vieja,Confirmed Eruption,2014 Sep 17,1,Crater lake,Historical Observations,2014 Oct 24,10.83,-85.324,1916 m,Costa Rica,Complex,271,"1,428","78,668","659,105"
Asosan,Confirmed Eruption,2014 Aug 30,2,Naka-dake,Historical Observations,2016 May 1,32.884,131.104,1592 m,Japan,Caldera,"75,559","75,559","234,591","6,507,519"
Bardarbunga,Confirmed Eruption,2014 Aug 29,0,Holuhraun,Historical Observations,2015 Feb 27,64.633,-17.516,2000 m,Iceland,Stratovolcano,0,0,0,"1,348"
Pacaya,Confirmed Eruption,2014 Aug 25,1,MacKenney Crater,Historical Observations,2015 Feb 17,14.382,-90.601,2569 m,Guatemala,Complex,"4,250","53,579","2,454,482","7,033,094"
Mayon,Confirmed Eruption,2014 Aug 12,0,Summit crater,Historical Observations,2014 Oct 19,13.257,123.685,2462 m,Philippines,Stratovolcano,"4,350","248,448","1,166,441","4,142,375"
Sabancaya,Uncertain Eruption,2014 Aug 5,1,, ,[ 2014 Dec 27 ],-15.787,-71.857,5960 m,Peru,Stratovolcano(es),51,526,"12,678","1,052,517"
Kuchinoerabujima,Confirmed Eruption,2014 Aug 3,1,Shindake,Historical Observations,2014 Aug 3,30.443,130.217,657 m,Japan,Stratovolcano(es),"1,544","1,698","5,348","149,518"
San Cristobal,Confirmed Eruption,2014 Jul 20,2,,Historical Observations,2014 Oct 1,12.702,-87.004,1745 m,Nicaragua,Stratovolcano,208,"7,876","351,227","2,002,579"
Rabaul,Confirmed Eruption,2014 Jul 7,3,Tavurvur,Historical Observations,2014 Sep 18,-4.271,152.203,688 m,Papua New Guinea,Pyroclastic shield,"3,311","43,531","199,361","252,121"
Copahue,Confirmed Eruption,2014 Jul 4,1,Agrio Crater,Historical Observations,2014 Dec 2,-37.856,-71.183,2953 m,Chile-Argentina,Stratovolcano,88,555,"3,042","138,414"
Manam,Confirmed Eruption,2014 Jun 29,2,,Historical Observations,2021 Dec 9 (continuing),-4.08,145.037,1807 m,Papua New Guinea,Stratovolcano,"1,106","2,553","24,364","180,402"
"Fournaise, Piton de la",Confirmed Eruption,2014 Jun 21,0,Enclos Fouqué,Historical Observations,2014 Jun 21,-21.244,55.708,2632 m,France,Shield,"55,859","55,859","246,792","717,820"
Karangetang,Confirmed Eruption,2014 Jun 8,2,Main crater,Historical Observations,2016 Mar 15,2.781,125.407,1797 m,Indonesia,Stratovolcano,892,"4,478","11,066","65,667"
Zhupanovsky,Confirmed Eruption,2014 Jun 6,3,,Historical Observations,2016 Mar 24,53.589,159.15,2899 m,Russia,Compound,0,0,153,"267,080"
Pavlof,Confirmed Eruption,2014 May 31,3,NE flank,Historical Observations,2014 Jun 2,55.417,-161.894,2493 m,United States,Stratovolcano,0,0,0,"3,002"
Sangeang Api,Confirmed Eruption,2014 May 30,3,Summit crater,Historical Observations,2015 Nov 5,-8.2,119.07,1912 m,Indonesia,Complex,204,"1,155","39,301","809,132"
Nyamulagira,Confirmed Eruption,2014 May 30,0,,Historical Observations,2016 May 14,-1.408,29.2,3058 m,DR Congo,Shield,"3,751","27,027","711,356","8,333,476"
Ahyi,Confirmed Eruption,2014 Apr 24,0,,Hydrophonic,2014 May 17,20.42,145.03,-75 m,United States,Submarine,0,0,0,0
Semeru,Confirmed Eruption,2014 Apr 1,3,Jonggring Seloko,Historical Observations,2021 Dec 9 (continuing),-8.108,112.922,3657 m,Indonesia,Stratovolcano,"2,686","8,375","1,022,197","20,098,931"
Krakatau,Confirmed Eruption,2014 Mar 31,1,Anak Krakatau,Historical Observations,2014 Mar 31,-6.102,105.423,155 m,Indonesia,Caldera,"7,177","7,177","8,027","6,326,159"
Karkar,Confirmed Eruption,2014 Mar 26,1,,Historical Observations,2014 Mar 27,-4.649,145.964,1839 m,Papua New Guinea,Stratovolcano,5,"4,159","20,127","189,841"
Merapi,Confirmed Eruption,2014 Mar 9,3,,Historical Observations,2014 Apr 20,-7.54,110.446,2910 m,Indonesia,Stratovolcano,"49,205","185,849","4,348,473","24,728,414"
Slamet,Confirmed Eruption,2014 Mar 8,2,,Historical Observations,2014 Sep 17,-7.242,109.208,3428 m,Indonesia,Stratovolcano,856,"13,401","2,904,026","20,217,467"
Kelud,Confirmed Eruption,2014 Feb 13,4,,Historical Observations,2014 Feb 15,-7.935,112.314,1730 m,Indonesia,Stratovolcano,279,"50,901","2,087,876","24,999,627"
Karangetang,Confirmed Eruption,2014 Feb 9,1,,Historical Observations,2014 Feb 9,2.781,125.407,1797 m,Indonesia,Stratovolcano,892,"4,478","11,066","65,667"
San Cristobal,Confirmed Eruption,2014 Feb 4,1,,Historical Observations,2014 Apr 11,12.702,-87.004,1745 m,Nicaragua,Stratovolcano,208,"7,876","351,227","2,002,579"
Marapi,Confirmed Eruption,2014 Feb 3,1,,Historical Observations,2014 Feb 26,-0.38,100.474,2885 m,Indonesia,Complex,706,"57,453","818,039","4,059,773"
Kavachi,Confirmed Eruption,2014 Jan 29,1,,Historical Observations,2014 Jan 29 (?),-8.991,157.979,-20 m,Solomon Islands,Submarine,6,6,802,"50,014"
Shishaldin,Confirmed Eruption,2014 Jan 28,1,,Historical Observations,2015 Oct 16,54.756,-163.97,2857 m,United States,Stratovolcano,0,0,10,197
Asosan,Confirmed Eruption,2014 Jan 13,1,Naka-dake,Historical Observations,2014 Feb 19,32.884,131.104,1592 m,Japan,Caldera,"75,559","75,559","234,591","6,507,519"
Raung,Uncertain Eruption,2014 Jan 4,1,, ,[ 2014 Jan 4 ],-8.119,114.056,3260 m,Indonesia,Stratovolcano,152,572,"581,515","8,123,987"
San Miguel,Confirmed Eruption,2013 Dec 29,2,,Historical Observations,2014 Jul 28,13.434,-88.269,2130 m,El Salvador,Stratovolcano,"1,232","63,007","796,482","3,633,885"
Nishinoshima,Confirmed Eruption,2013 Nov 20,2,Offshore to the SE (Niijima),Historical Observations,2015 Nov 17 (?),27.247,140.874,25 m,Japan,Caldera,0,0,0,0
Merapi,Confirmed Eruption,2013 Nov 18,2,,Historical Observations,2013 Nov 18,-7.54,110.446,2910 m,Indonesia,Stratovolcano,"49,205","185,849","4,348,473","24,728,414"
Langila,Uncertain Eruption,2013 Oct 23,--,, ,[ 2013 Dec 1 ],-5.525,148.42,1330 m,Papua New Guinea,Complex,213,"3,653","11,641","45,698"
Zhupanovsky,Confirmed Eruption,2013 Oct 23,3,,Historical Observations,2013 Oct 26 ± 1 days,53.589,159.15,2899 m,Russia,Compound,0,0,153,"267,080"
Barren Island,Confirmed Eruption,2013 Oct 12,2,,Historical Observations,2016 May 17 ± 1 days,12.278,93.858,354 m,India,Stratovolcano,645,645,645,"5,035"
Tangkuban Parahu,Confirmed Eruption,2013 Oct 5,1,,Historical Observations,2013 Oct 5,-6.77,107.6,2084 m,Indonesia,Stratovolcano,"100,608","518,822","5,729,309","32,855,731"
Zubair Group,Confirmed Eruption,2013 Sep 28,2,Jadid Island,Historical Observations,2013 Nov 20,15.05,42.18,191 m,Yemen,Shield,7,7,7,"671,171"
Telica,Confirmed Eruption,2013 Sep 25,1,,Historical Observations,2013 Sep 25,12.606,-86.84,1036 m,Nicaragua,Stratovolcano(es),"1,079","21,990","327,294","2,982,538"
Sinabung,Confirmed Eruption,2013 Sep 15,4,,Historical Observations,2018 Aug 30,3.17,98.392,2460 m,Indonesia,Stratovolcano,997,"13,801","163,630","7,646,863"
Etna,Confirmed Eruption,2013 Sep 3,2,New Southeast Crater (NSEC),Historical Observations,2021 Dec 9 (continuing),37.748,14.999,3320 m,Italy,Stratovolcano(es),78,"3,291","1,016,540","3,052,770"
Ubinas,Confirmed Eruption,2013 Sep 1,2,,Historical Observations,2016 Feb 27,-16.355,-70.903,5672 m,Peru,Stratovolcano,180,"1,195","14,607","1,136,785"
Iliwerung,Confirmed Eruption,2013 Aug 20,0,Hobal (submarine vent on SE flank),Historical Observations,2013 Aug 20,-8.532,123.573,583 m,Indonesia,Complex,968,"4,318","79,569","665,081"
Klyuchevskoy,Confirmed Eruption,2013 Aug 15,1,,Historical Observations,2013 Dec 20,56.056,160.642,4754 m,Russia,Stratovolcano,0,0,292,"12,406"
Ketoi,Uncertain Eruption,2013 Jul 25,--,Pallas Peak, ,[ 2013 Aug 12 ],47.35,152.475,1172 m,Russia,Stratovolcano,1,10,11,90
Villarrica,Confirmed Eruption,2013 Jul 25,1,,Historical Observations,2013 Jul 29 (?),-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
Ulawun,Confirmed Eruption,2013 Jul 8,1,,Historical Observations,2013 Dec 21,-5.05,151.33,2334 m,Papua New Guinea,Stratovolcano,30,"1,801","10,577","61,018"
Izu-Torishima,Uncertain Eruption,2013 Jul 6,2,, ,[ 2013 Jul 6 ],30.484,140.303,394 m,Japan,Stratovolcano,21,21,21,21
Raung,Confirmed Eruption,2013 Jun 29,1,,Historical Observations,2013 Jul 31,-8.119,114.056,3260 m,Indonesia,Stratovolcano,152,572,"581,515","8,123,987"
Veniaminof,Confirmed Eruption,2013 Jun 13,3,Western intracaldera cone,Historical Observations,2013 Oct 12 ± 1 days,56.17,-159.38,2507 m,United States,Stratovolcano,0,0,0,542
Chirinkotan,Confirmed Eruption,2013 Jun 11,1,,Historical Observations,2014 Jun 1 ± 4 days,48.98,153.48,724 m,Russia,Stratovolcano,0,0,0,6
San Cristobal,Confirmed Eruption,2013 Jun 7,1,,Historical Observations,2013 Jun 7,12.702,-87.004,1745 m,Nicaragua,Stratovolcano,208,"7,876","351,227","2,002,579"
Semeru,Confirmed Eruption,2013 Jun 4,1,Jonggring Seloko,Historical Observations,2013 Nov 29,-8.108,112.922,3657 m,Indonesia,Stratovolcano,"2,686","8,375","1,022,197","20,098,931"
Kikai,Confirmed Eruption,2013 Jun 4,1,,Historical Observations,2013 Jun 4,30.793,130.305,704 m,Japan,Caldera,152,152,152,"1,002,905"
Kerinci,Confirmed Eruption,2013 Jun 2,2,,Historical Observations,2013 Jun 2,-1.697,101.264,3800 m,Indonesia,Stratovolcano,304,"33,878","264,107","1,437,454"
Turrialba,Confirmed Eruption,2013 May 21,2,West Crater,Historical Observations,2013 Jun 4,10.025,-83.767,3340 m,Costa Rica,Stratovolcano,"1,891","6,867","672,428","3,390,544"
Pavlof,Confirmed Eruption,2013 May 13,3,Summit,Historical Observations,2013 Jun 26,55.417,-161.894,2493 m,United States,Stratovolcano,0,0,0,"3,002"
Masaya,Uncertain Eruption,2013 May 11,0,, ,[ 2013 May 26 ],11.985,-86.165,594 m,Nicaragua,Caldera,"989,888","989,888","1,914,707","2,926,954"
Mayon,Confirmed Eruption,2013 May 7,2,,Historical Observations,2013 May 7,13.257,123.685,2462 m,Philippines,Stratovolcano,"4,350","248,448","1,166,441","4,142,375"
Lascar,Confirmed Eruption,2013 Apr 2,1,,Historical Observations,2013 Nov 20,-23.37,-67.73,5592 m,Chile,Stratovolcano(es),0,70,570,"8,119"
Pacaya,Confirmed Eruption,2013 Mar 5,2,MacKenney Crater,Historical Observations,2014 Apr 10,14.382,-90.601,2569 m,Guatemala,Complex,"4,250","53,579","2,454,482","7,033,094"
Tangkuban Parahu,Confirmed Eruption,2013 Feb 21,2,Ratu Crater,Historical Observations,2013 Mar 6,-6.77,107.6,2084 m,Indonesia,Stratovolcano,"100,608","518,822","5,729,309","32,855,731"
Barren Island,Confirmed Eruption,2013 Feb 16,1,,Historical Observations,2013 Feb 16,12.278,93.858,354 m,India,Stratovolcano,645,645,645,"5,035"
