volcanoName,eruptionCertainty,startDate,maxVEI,activityArea,evidenceMethod,stopDate,latitude,longitude,volcanoHeight,country,primaryVolcanoType,population5km,population10km,population30km,population100km
Katla,Confirmed Eruption,0550 BCE,--,,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Hierro,Confirmed Eruption,0550 BCE,--,Montañas Chamuscada-Entremontañas,Radiocarbon (uncorrected),Unknown,27.73,-18.03,1500 m,Spain,Shield,"20,321","20,321","20,321","43,696"
Deception Island,Confirmed Eruption,0550 BCE,--,Tephra layer AP-9,Radiocarbon (uncorrected),Unknown,-63.001,-60.652,602 m,Antarctica,Caldera,0,0,0,0
Katla,Confirmed Eruption,0560 BCE,--,,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Cayambe,Confirmed Eruption,0560 BCE,--,,Tephrochronology,Unknown,0.029,-77.986,5790 m,Ecuador,Compound,70,"1,148","109,630","3,154,986"
Etna,Uncertain Eruption,0565 BCE,--,, ,[ Unknown ],37.748,14.999,3320 m,Italy,Stratovolcano(es),78,"3,291","1,016,540","3,052,770"
Nabukelevu,Confirmed Eruption,0580 BCE,--,Summit lava dome,Radiocarbon (corrected),Unknown,-19.12,177.98,805 m,Fiji,Lava dome(s),269,"1,379","4,523","21,730"
Haleakala,Confirmed Eruption,0580 BCE,--,Haleakala crater,Radiocarbon (uncorrected),Unknown,20.708,-156.25,3055 m,United States,Shield,"26,074","26,074","65,398","157,582"
Soufriere Guadeloupe,Confirmed Eruption,0580 BCE,2,South flank (Morne Lenglet),Radiocarbon (uncorrected),Unknown,16.044,-61.664,1467 m,France,Stratovolcano,"8,839","71,345","256,899","482,449"
Tenerife,Confirmed Eruption,0580 BCE,--,NW flank of Teide (El Boquerón),Radiocarbon (corrected),Unknown,28.271,-16.641,3715 m,Spain,Stratovolcano,0,156,"337,660","766,276"
Gran Canaria,Confirmed Eruption,0580 BCE,--,Doramas and El Lentiscal,Radiocarbon (corrected),Unknown,28,-15.58,1950 m,Spain,Fissure vent(s),"1,101","8,049","697,199","1,119,998"
Unknown Source,Confirmed Eruption,0585 BCE,--,,,,,,,,,,,,
Gran Canaria,Confirmed Eruption,0590 BCE,--,Sima de Jinámar,Radiocarbon (corrected),Unknown,28,-15.58,1950 m,Spain,Fissure vent(s),"1,101","8,049","697,199","1,119,998"
Pelee,Confirmed Eruption,0590 BCE,4,Tephra layers NAB2 and P4,Radiocarbon (corrected),Unknown,14.809,-61.165,1394 m,France,Stratovolcano,251,"5,025","382,633","609,576"
Lanin,Confirmed Eruption,0590 BCE,--,,Radiocarbon (corrected),Unknown,-39.637,-71.502,3776 m,Chile-Argentina,Stratovolcano,13,352,"3,007","202,987"
Adatarayama,Confirmed Eruption,0590 BCE,3,"Numanotaira, Ad-NT6 tephra",Radiocarbon (corrected),Unknown,37.647,140.281,1728 m,Japan,Stratovolcano(es),428,"3,936","717,078","5,024,654"
Taranaki,Confirmed Eruption,0590 BCE,--,,Tephrochronology,Unknown,-39.3,174.07,2518 m,New Zealand,Stratovolcano,200,230,"77,381","104,499"
Apagado,Confirmed Eruption,0590 BCE,4,Ap1 tephra,Radiocarbon (corrected),Unknown,-41.88,-72.58,1210 m,Chile,Pyroclastic cone,5,44,"4,474","354,002"
Pelee,Confirmed Eruption,0600 BCE,--,,Radiocarbon (uncorrected),Unknown,14.809,-61.165,1394 m,France,Stratovolcano,251,"5,025","382,633","609,576"
Katla,Confirmed Eruption,0600 BCE,--,,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Taveuni,Confirmed Eruption,0600 BCE,2,,Tephrochronology,Unknown,-16.82,-179.97,1241 m,Fiji,Shield,692,"3,220","19,186","146,131"
Colli Albani,Uncertain Eruption,0600 BCE,--,Ariccia crater, ,[ Unknown ],41.73,12.7,949 m,Italy,Caldera,"897,039","897,039","2,962,194","5,330,273"
Vesuvius,Confirmed Eruption,0600 BCE,3,,Anthropology,Unknown,40.821,14.426,1281 m,Italy,Stratovolcano,"19,162","675,705","3,907,941","6,009,961"
Aogashima,Confirmed Eruption,0600 BCE,4,SE flank (Kintagaura),Radiocarbon (uncorrected),Unknown,32.458,139.759,423 m,Japan,Stratovolcano,232,232,232,"8,559"
Miyakejima,Confirmed Eruption,0600 BCE,3,IZS scoria,Tephrochronology,Unknown,34.094,139.526,775 m,Japan,Stratovolcano,"1,848","3,189","3,474","95,663"
Izu-Oshima,Confirmed Eruption,0600 BCE,3,Tephra layers O9 to O5,Tephrochronology,Unknown,34.724,139.394,746 m,Japan,Stratovolcano,"2,381","8,037","8,375","11,837,468"
Mauna Loa,Confirmed Eruption,0600 BCE,0,NE rift zone,Radiocarbon (uncorrected),Unknown,19.475,-155.608,4170 m,United States,Shield,45,45,"1,906","175,315"
Redoubt,Confirmed Eruption,0600 BCE,--,,Varve Count,Unknown,60.485,-152.742,3108 m,United States,Stratovolcano,0,0,1,"32,410"
Ichinsky,Confirmed Eruption,0600 BCE,--,,Tephrochronology,Unknown,55.678,157.718,3596 m,Russia,Stratovolcano,0,0,34,"2,670"
Rinjani,Confirmed Eruption,0600 BCE,--,,Radiocarbon (uncorrected),Unknown,-8.42,116.47,3726 m,Indonesia,Stratovolcano,"10,289","55,594","1,374,441","3,555,330"
Redoubt,Confirmed Eruption,0610 BCE,--,,Varve Count,Unknown,60.485,-152.742,3108 m,United States,Stratovolcano,0,0,1,"32,410"
Rainier,Confirmed Eruption,0610 BCE,--,Tephra layers SL3 and SL4,Radiocarbon (corrected),Unknown,46.853,-121.76,4392 m,United States,Stratovolcano,0,128,"3,187","2,667,609"
"Tolima, Nevado del",Confirmed Eruption,0610 BCE,3,,Radiocarbon (corrected),Unknown,4.658,-75.33,5215 m,Colombia,Stratovolcano,"1,660","6,563","441,916","4,258,333"
Pelee,Confirmed Eruption,0620 BCE,--,,Radiocarbon (uncorrected),Unknown,14.809,-61.165,1394 m,France,Stratovolcano,251,"5,025","382,633","609,576"
Gran Canaria,Confirmed Eruption,0620 BCE,--,Montaña Negra de Jinámar,Radiocarbon (corrected),Unknown,28,-15.58,1950 m,Spain,Fissure vent(s),"1,101","8,049","697,199","1,119,998"
Iskut-Unuk River Cones,Confirmed Eruption,0620 BCE,--,Iskut River,Radiocarbon (uncorrected),Unknown,56.58,-130.55,1880 m,Canada,Pyroclastic cone(s),0,0,0,663
Redoubt,Confirmed Eruption,0620 BCE,--,,Varve Count,Unknown,60.485,-152.742,3108 m,United States,Stratovolcano,0,0,1,"32,410"
Asosan,Confirmed Eruption,0630 BCE,--,,Radiocarbon (uncorrected),Unknown,32.884,131.104,1592 m,Japan,Caldera,"75,559","75,559","234,591","6,507,519"
Ijen,Confirmed Eruption,0640 BCE,--,Kawah Ijen,Radiocarbon (uncorrected),Unknown,-8.058,114.242,2769 m,Indonesia,Stratovolcano(es),"1,098","5,504","664,199","6,846,855"
Irazu,Confirmed Eruption,0640 BCE,3,,Radiocarbon (corrected),Unknown,9.979,-83.852,3432 m,Costa Rica,Stratovolcano,"1,978","25,442","1,667,528","3,432,860"
Witori,Confirmed Eruption,0640 BCE,--,,Radiocarbon (uncorrected),Unknown,-5.576,150.516,724 m,Papua New Guinea,Caldera,"24,509","24,509","37,824","145,382"
Aira,Confirmed Eruption,0650 BCE,--,Minami-dake,Radiocarbon (uncorrected),Unknown,31.593,130.657,1117 m,Japan,Caldera,"4,918","113,874","905,254","2,610,033"
Ata,Confirmed Eruption,0650 BCE,4,"Kaimon, Tephra set Km-mu",Tephrochronology,Unknown,31.22,130.57,924 m,Japan,Caldera(s),"93,134","93,134","171,590","1,891,380"
Mageik,Confirmed Eruption,0650 BCE,--,East Mageik,Radiocarbon (uncorrected),Unknown,58.195,-155.253,2165 m,United States,Stratovolcano,0,0,0,376
Alney-Chashakondzha,Confirmed Eruption,0650 BCE,3,East flank of Alney (Kireunsky),Radiocarbon (uncorrected),Unknown,56.656,159.647,2570 m,Russia,Stratovolcano,0,0,3,"10,679"
Sheveluch,Confirmed Eruption,0650 BCE,3,,Tephrochronology,Unknown,56.653,161.36,3283 m,Russia,Stratovolcano,0,0,"1,718","11,613"
Rainier,Confirmed Eruption,0650 BCE,--,Tephra layer SL2,Tephrochronology,Unknown,46.853,-121.76,4392 m,United States,Stratovolcano,0,128,"3,187","2,667,609"
Shasta,Confirmed Eruption,0650 BCE,--,,Radiocarbon (uncorrected),Unknown,41.409,-122.193,4317 m,United States,Stratovolcano,0,35,"19,785","265,016"
Colima,Confirmed Eruption,0650 BCE,--,,Radiocarbon (corrected),Unknown,19.514,-103.62,3850 m,Mexico,Stratovolcano(es),76,746,"303,490","1,494,790"
Chokaisan,Confirmed Eruption,0650 BCE,--,Higashi-Chokai,Radiocarbon (uncorrected),Unknown,39.099,140.049,2236 m,Japan,Stratovolcano(es),131,707,"185,681","2,301,576"
Maly Semyachik,Confirmed Eruption,0650 BCE,--,Ceno-Semiachik,Radiocarbon (corrected),Unknown,54.135,159.674,1527 m,Russia,Caldera,98,98,497,"10,182"
Krasheninnikov,Confirmed Eruption,0650 BCE,--,Northern cone and southern cone flank,Radiocarbon (corrected),Unknown,54.596,160.27,1816 m,Russia,Caldera,308,308,814,"4,674"
Machin,Confirmed Eruption,0650 BCE,--,,Radiocarbon (uncorrected),Unknown,4.487,-75.389,2749 m,Colombia,Stratovolcano,"2,150","15,212","570,836","4,165,071"
Katla,Confirmed Eruption,0650 BCE,--,,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Hekla,Confirmed Eruption,0650 BCE,--,Vatnafjöll (Svalaskardshraun),Tephrochronology,Unknown,63.983,-19.666,1490 m,Iceland,Stratovolcano,0,0,298,"22,845"
Krafla,Confirmed Eruption,0650 BCE,4,"Hverfjall, Jarbadsholar",Tephrochronology,Unknown,65.715,-16.728,800 m,Iceland,Caldera,384,384,"1,258","25,667"
Nemrut Dagi,Confirmed Eruption,0657 BCE,--,,Varve Count,Unknown,38.654,42.229,2948 m,Turkey,Stratovolcano,608,"7,399","230,531","1,618,263"
Alney-Chashakondzha,Confirmed Eruption,0660 BCE,3,E of Chashakondzha (Levaya Belaya),Radiocarbon (uncorrected),Unknown,56.656,159.647,2570 m,Russia,Stratovolcano,0,0,3,"10,679"
Ljosufjoll,Confirmed Eruption,0665 BCE,2,Ytri and Stóri Raudamelskula,Radiocarbon (uncorrected),Unknown,64.9,-22.483,1063 m,Iceland,Fissure vent(s),713,713,"1,511","192,797"
Villarrica,Confirmed Eruption,0670 BCE,4,Pedregoso pyroclastic surge,Radiocarbon (uncorrected),Unknown,-39.42,-71.93,2847 m,Chile,Stratovolcano,477,"1,067","35,118","667,788"
Terceira,Confirmed Eruption,0670 BCE,--,"Guilherme Moniz, Biscoito Rachado deposit",Radiocarbon (uncorrected),Unknown,38.73,-27.32,1023 m,Portugal,Stratovolcano(es),"2,928","12,299","55,425","81,512"
Tenerife,Confirmed Eruption,0670 BCE,--,NW rift zone (Volcán el Ciego),Radiocarbon (corrected),Unknown,28.271,-16.641,3715 m,Spain,Stratovolcano,0,156,"337,660","766,276"
Redoubt,Confirmed Eruption,0670 BCE,--,,Varve Count,Unknown,60.485,-152.742,3108 m,United States,Stratovolcano,0,0,1,"32,410"
Taveuni,Confirmed Eruption,0680 BCE,2,,Tephrochronology,Unknown,-16.82,-179.97,1241 m,Fiji,Shield,692,"3,220","19,186","146,131"
Pululahua,Confirmed Eruption,0690 BCE,5,,Radiocarbon (uncorrected),Unknown,0.038,-78.463,3356 m,Ecuador,Caldera,"534,403","534,403","1,192,411","3,330,856"
Etna,Confirmed Eruption,0695 BCE,--,"South ?, Mt. Mompilieri ?",Historical Observations,Unknown,37.748,14.999,3320 m,Italy,Stratovolcano(es),78,"3,291","1,016,540","3,052,770"
Ischia,Confirmed Eruption,0700 BCE,--,Costa del Lenzuolo,Tephrochronology,Unknown,40.73,13.897,789 m,Italy,Complex,"18,669","20,210","383,661","5,729,354"
Ata,Confirmed Eruption,0700 BCE,2,"Kaimon, Tephra layer Km-nu",Tephrochronology,Unknown,31.22,130.57,924 m,Japan,Caldera(s),"93,134","93,134","171,590","1,891,380"
Merapi,Confirmed Eruption,0700 BCE,--,,Radiocarbon (corrected),Unknown,-7.54,110.446,2910 m,Indonesia,Stratovolcano,"49,205","185,849","4,348,473","24,728,414"
Tolbachik,Confirmed Eruption,0700 BCE,--,SW flank (Buraya),Tephrochronology,Unknown,55.832,160.326,3611 m,Russia,Shield,0,0,225,"10,487"
"Chichon, El",Confirmed Eruption,0700 BCE,--,Tephra unit I,Radiocarbon (corrected),Unknown,17.36,-93.228,1150 m,Mexico,Lava dome(s),"3,759","11,000","143,015","3,570,632"
Mono-Inyo Craters,Confirmed Eruption,0700 BCE,--,Central Mono Craters,Hydration Rind,Unknown,37.804,-119.029,2796 m,United States,Lava dome(s),558,"7,393","9,048","82,160"
Rainier,Confirmed Eruption,0700 BCE,--,Tephra layer SL1,Tephrochronology,Unknown,46.853,-121.76,4392 m,United States,Stratovolcano,0,128,"3,187","2,667,609"
Gorely,Confirmed Eruption,0700 BCE,0,,Tephrochronology,Unknown,52.559,158.03,1799 m,Russia,Caldera,0,0,19,"250,293"
Nasudake,Confirmed Eruption,0700 BCE,3,"Chausu-dake, CH5 tephra",Radiocarbon (corrected),Unknown,37.125,139.963,1915 m,Japan,Stratovolcano(es),639,"5,802","298,717","5,725,203"
Niigata-Yakeyama,Confirmed Eruption,0700 BCE,3,Koyaike Ash; tephra layer KG-d,Radiocarbon (corrected),Unknown,36.921,138.036,2400 m,Japan,Lava dome,73,610,"226,866","3,920,252"
Huambo,Confirmed Eruption,0700 BCE,--,Cerro Keyocc,Radiocarbon (uncorrected),Unknown,-15.78,-72.08,4554 m,Peru,Volcanic field,301,"1,157","7,271","1,028,814"
Deception Island,Confirmed Eruption,0700 BCE,--,Tephra layer AP-10,Radiocarbon (uncorrected),Unknown,-63.001,-60.652,602 m,Antarctica,Caldera,0,0,0,0
Katla,Confirmed Eruption,0700 BCE,--,,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Hualalai,Confirmed Eruption,0720 BCE,0,North rift zone (700 m ENE of Hainoa),Radiocarbon (uncorrected),Unknown,19.692,-155.87,2523 m,United States,Shield,"35,906","35,906","46,959","166,240"
Pelee,Confirmed Eruption,0730 BCE,--,,Radiocarbon (uncorrected),Unknown,14.809,-61.165,1394 m,France,Stratovolcano,251,"5,025","382,633","609,576"
"Bravo, Cerro",Confirmed Eruption,0730 BCE,4,CB5 tephra,Radiocarbon (uncorrected),Unknown,5.091,-75.293,3985 m,Colombia,Stratovolcano,"1,679","4,916","538,690","3,929,468"
Etna,Uncertain Eruption,0735 BCE,--,, ,[ Unknown ],37.748,14.999,3320 m,Italy,Stratovolcano(es),78,"3,291","1,016,540","3,052,770"
Porak,Uncertain Eruption,0740 BCE,--,, ,[ Unknown ],40.028,45.74,3029 m,Armenia-Azerbaijan,Stratovolcano,194,955,"62,882","1,713,373"
Katla,Confirmed Eruption,0740 BCE,--,,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Hekla,Confirmed Eruption,0750 BCE,--,"NE flank, Vatnafjöll (Langviuhraun)",Tephrochronology,Unknown,63.983,-19.666,1490 m,Iceland,Stratovolcano,0,0,298,"22,845"
Sete Cidades,Confirmed Eruption,0750 BCE,--,SE flank (Eguas),Radiocarbon (uncorrected),Unknown,37.865,-25.785,842 m,Portugal,Stratovolcano,"3,515","10,365","102,848","127,154"
Deception Island,Confirmed Eruption,0750 BCE,--,Tephra layer AP-11,Radiocarbon (uncorrected),Unknown,-63.001,-60.652,602 m,Antarctica,Caldera,0,0,0,0
Soufriere St. Vincent,Confirmed Eruption,0750 BCE,--,,Radiocarbon (uncorrected),Unknown,13.33,-61.18,1220 m,Saint Vincent and the Grenadines,Stratovolcano,"1,491","15,327","103,882","291,476"
Kazbek,Confirmed Eruption,0750 BCE,--,,Tephrochronology,Unknown,42.7,44.5,5050 m,Georgia,Stratovolcano,0,9,"7,693","1,749,897"
San Martin,Confirmed Eruption,0750 BCE,--,,Radiocarbon (uncorrected),Unknown,18.57,-95.2,1650 m,Mexico,Shield,280,"3,581","259,640","1,645,811"
Edziza,Confirmed Eruption,0750 BCE,--,,Tephrochronology,Unknown,57.72,-130.63,2786 m,Canada,Stratovolcano,0,0,0,898
Tolbachik,Confirmed Eruption,0750 BCE,--,"SW flank (Tsepochka, Malishi)",Tephrochronology,Unknown,55.832,160.326,3611 m,Russia,Shield,0,0,225,"10,487"
Myokosan,Confirmed Eruption,0750 BCE,--,,Tephrochronology,Unknown,36.891,138.114,2454 m,Japan,Stratovolcano,"1,563","11,033","561,142","4,118,863"
Izu-Tobu,Confirmed Eruption,0750 BCE,3,"Iwano-yama, Iyuzan, and other vents",Tephrochronology,Unknown,34.9,139.098,1406 m,Japan,Pyroclastic cone(s),"5,886","61,727","447,660","17,928,355"
Towada,Confirmed Eruption,0750 BCE,4,"Nakanoumi, To-B tephra",Radiocarbon (corrected),Unknown,40.51,140.88,1011 m,Japan,Caldera,"12,366","12,366","103,631","2,237,010"
Kozushima,Confirmed Eruption,0750 BCE,--,"N tip of island (Anano-yama, Hanatabe)",Hydration Rind,Unknown,34.219,139.153,572 m,Japan,Lava dome(s),"2,406","2,406","5,716","442,731"
Poas,Confirmed Eruption,0760 BCE,--,North flank (Bosque Alegre),Radiocarbon (corrected),Unknown,10.2,-84.233,2697 m,Costa Rica,Stratovolcano,"1,947","11,107","950,796","3,411,023"
Concepcion,Confirmed Eruption,0770 BCE,4,"East flank (Las Pilas, Sintiope)",Radiocarbon (uncorrected),Unknown,11.538,-85.622,1700 m,Nicaragua,Stratovolcano,"14,072","28,900","92,378","2,266,903"
Redoubt,Confirmed Eruption,0770 BCE,--,,Varve Count,Unknown,60.485,-152.742,3108 m,United States,Stratovolcano,0,0,1,"32,410"
Porak,Confirmed Eruption,0778 BCE,--,SW flank,Anthropology,Unknown,40.028,45.74,3029 m,Armenia-Azerbaijan,Stratovolcano,194,955,"62,882","1,713,373"
Sheveluch,Confirmed Eruption,0780 BCE,4,Tephra layer SH5,Radiocarbon (corrected),Unknown,56.653,161.36,3283 m,Russia,Stratovolcano,0,0,"1,718","11,613"
"Orizaba, Pico de",Confirmed Eruption,0780 BCE,3,,Radiocarbon (uncorrected),Unknown,19.03,-97.27,5564 m,Mexico,Stratovolcano,413,"4,469","759,747","5,962,920"
Fujisan,Confirmed Eruption,0780 BCE,--,Tephra layer SPY4,Radiocarbon (corrected),Unknown,35.361,138.728,3776 m,Japan,Stratovolcano,570,"1,759","906,969","25,022,187"
Katla,Confirmed Eruption,0780 BCE,--,,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Nemrut Dagi,Confirmed Eruption,0787 BCE,--,,Varve Count,Unknown,38.654,42.229,2948 m,Turkey,Stratovolcano,608,"7,399","230,531","1,618,263"
Redoubt,Confirmed Eruption,0790 BCE,--,,Varve Count,Unknown,60.485,-152.742,3108 m,United States,Stratovolcano,0,0,1,"32,410"
"Hudson, Cerro",Confirmed Eruption,0790 BCE,--,Tephra layer HW6,Radiocarbon (corrected),Unknown,-45.9,-72.97,1905 m,Chile,Stratovolcano,0,12,28,"81,642"
"Burney, Monte",Confirmed Eruption,0800 BCE,--,,Tephrochronology,Unknown,-52.33,-73.4,1758 m,Chile,Stratovolcano,0,0,0,"3,309"
Momotombo,Confirmed Eruption,0800 BCE,4,,Radiocarbon (uncorrected),Unknown,12.423,-86.539,1270 m,Nicaragua,Stratovolcano,100,"1,851","98,583","3,569,021"
Deception Island,Confirmed Eruption,0800 BCE,--,Tephra layer AP-12,Radiocarbon (uncorrected),Unknown,-63.001,-60.652,602 m,Antarctica,Caldera,0,0,0,0
Martin,Confirmed Eruption,0800 BCE,--,,Radiocarbon (uncorrected),Unknown,58.172,-155.361,1863 m,United States,Stratovolcano,0,0,0,914
Yantarni,Confirmed Eruption,0800 BCE,5,,Tephrochronology,Unknown,57.019,-157.185,1345 m,United States,Stratovolcano,0,0,0,190
Terpuk,Confirmed Eruption,0800 BCE,--,,Radiocarbon (uncorrected),Unknown,57.2,159.83,765 m,Russia,Shield,0,2,33,"4,551"
Tolbachik,Confirmed Eruption,0800 BCE,--,"SW flank (Serga, Starichky)",Tephrochronology,Unknown,55.832,160.326,3611 m,Russia,Shield,0,0,225,"10,487"
St. Helens,Confirmed Eruption,0800 BCE,--,,Radiocarbon (corrected),Unknown,46.2,-122.18,2549 m,United States,Stratovolcano,78,427,"2,221","2,173,101"
Three Sisters,Confirmed Eruption,0800 BCE,2,North of North Sister (Yapoah Cone),Tephrochronology,Unknown,44.133,-121.767,3159 m,United States,Complex,0,0,"5,672","279,885"
Belknap,Confirmed Eruption,0800 BCE,2,South Belknap and Twin Craters,Radiocarbon (corrected),Unknown,44.285,-121.841,2095 m,United States,Shield(s),0,0,"6,518","362,091"
Kilauea,Confirmed Eruption,0800 BCE,0,,Radiocarbon (corrected),Unknown,19.421,-155.287,1222 m,United States,Shield,"3,122","3,122","8,495","169,550"
Naruko,Confirmed Eruption,0800 BCE,--,,Radiocarbon (corrected),Unknown,38.729,140.734,470 m,Japan,Caldera,"54,771","54,771","210,262","4,417,058"
Zavaritsky,Confirmed Eruption,0800 BCE,2,14 km WNW of Zavaritsky,Tephrochronology,Unknown,53.905,158.385,1567 m,Russia,Pyroclastic cone(s),0,0,37,"223,868"
Akan,Confirmed Eruption,0800 BCE,--,Me-Akan (Ponmachineshiri),Radiocarbon (uncorrected),Unknown,43.384,144.013,1499 m,Japan,Caldera,"2,062","2,062","9,756","929,538"
Oshima-Oshima,Confirmed Eruption,0800 BCE,--,Nishi-yama,Radiocarbon (uncorrected),Unknown,41.51,139.367,732 m,Japan,Stratovolcano,6,6,6,"88,023"
Taupo,Confirmed Eruption,0800 BCE,2,"Ouaha Hills, Unit W",Tephrochronology,Unknown,-38.82,176,760 m,New Zealand,Caldera,"21,456","21,456","26,674","161,966"
Soufriere Guadeloupe,Confirmed Eruption,0820 BCE,3,Morne Amic ?,Radiocarbon (corrected),Unknown,16.044,-61.664,1467 m,France,Stratovolcano,"8,839","71,345","256,899","482,449"
Melimoyu,Confirmed Eruption,0820 BCE,--,MEL1 tephra,Radiocarbon (uncorrected),Unknown,-44.08,-72.88,2400 m,Chile,Stratovolcano,0,6,211,"12,944"
Arenal,Confirmed Eruption,0830 BCE,0,A4 lava flows,Tephrochronology,Unknown,10.463,-84.703,1670 m,Costa Rica,Stratovolcano,"3,429","15,643","96,512","3,027,485"
Turrialba,Confirmed Eruption,0830 BCE,--,,Radiocarbon (corrected),Unknown,10.025,-83.767,3340 m,Costa Rica,Stratovolcano,"1,891","6,867","672,428","3,390,544"
Tengger Caldera,Confirmed Eruption,0830 BCE,4,Sandsea caldera,Radiocarbon (uncorrected),Unknown,-7.942,112.95,2329 m,Indonesia,Stratovolcano(es),"27,826","69,451","1,420,878","22,628,278"
St. Helens,Confirmed Eruption,0830 BCE,--,,Radiocarbon (uncorrected),Unknown,46.2,-122.18,2549 m,United States,Stratovolcano,78,427,"2,221","2,173,101"
Redoubt,Confirmed Eruption,0830 BCE,--,,Varve Count,Unknown,60.485,-152.742,3108 m,United States,Stratovolcano,0,0,1,"32,410"
Glacier Peak,Confirmed Eruption,0850 BCE,--,,Radiocarbon (uncorrected),Unknown,48.112,-121.113,3213 m,United States,Stratovolcano,0,0,23,"1,340,896"
Shasta,Confirmed Eruption,0850 BCE,--,,Radiocarbon (uncorrected),Unknown,41.409,-122.193,4317 m,United States,Stratovolcano,0,35,"19,785","265,016"
Ioto,Confirmed Eruption,0850 BCE,--,Motoyama,Radiocarbon (corrected),Unknown,24.751,141.289,169 m,Japan,Caldera,"1,179","1,179","1,189","1,370"
Zavaritsky,Confirmed Eruption,0850 BCE,4,Mt. Peschanaya and adjacent cones,Radiocarbon (uncorrected),Unknown,53.905,158.385,1567 m,Russia,Pyroclastic cone(s),0,0,37,"223,868"
Karymsky,Confirmed Eruption,0850 BCE,3,Tephra layer SC,Radiocarbon (corrected),Unknown,54.049,159.443,1513 m,Russia,Stratovolcano,0,0,291,"10,848"
Krasheninnikov,Confirmed Eruption,0850 BCE,--,Northern cone and southern cone flank,Radiocarbon (corrected),Unknown,54.596,160.27,1816 m,Russia,Caldera,308,308,814,"4,674"
Maly Semyachik,Confirmed Eruption,0850 BCE,--,Ceno-Semiachik,Radiocarbon (corrected),Unknown,54.135,159.674,1527 m,Russia,Caldera,98,98,497,"10,182"
Yakedake,Confirmed Eruption,0850 BCE,--,Ykd-Tl1 tephra,Tephrochronology,Unknown,36.227,137.587,2455 m,Japan,Stratovolcano(es),995,"2,995","156,542","4,595,286"
Santa Isabel,Confirmed Eruption,0850 BCE,--,,Radiocarbon (corrected),Unknown,4.818,-75.365,4944 m,Colombia,Shield,"4,793","12,226","302,952","4,137,147"
"Ruiz, Nevado del",Confirmed Eruption,0850 BCE,4,"Arenas Crater, R8 tephra",Tephrochronology,Unknown,4.892,-75.324,5279 m,Colombia,Stratovolcano,"3,849","20,146","507,608","4,252,435"
Katla,Confirmed Eruption,0850 BCE,4,Tephra layer UN,Radiocarbon (corrected),Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Hekla,Confirmed Eruption,0850 BCE,--,"NE flank (Raudkembingahraun), Vatnafjöll",Tephrochronology,Unknown,63.983,-19.666,1490 m,Iceland,Stratovolcano,0,0,298,"22,845"
Picos Fissural Volcanic System,Confirmed Eruption,0850 BCE,--,North-central part (Aflitos),Radiocarbon (uncorrected),Unknown,37.78,-25.67,350 m,Portugal,Pyroclastic cone(s),"115,732","115,732","123,990","139,730"
Katla,Confirmed Eruption,0860 BCE,--,,Tephrochronology,Unknown,63.633,-19.083,1490 m,Iceland,Subglacial,0,0,473,"11,326"
Redoubt,Confirmed Eruption,0870 BCE,--,,Varve Count,Unknown,60.485,-152.742,3108 m,United States,Stratovolcano,0,0,1,"32,410"
Karkar,Confirmed Eruption,0870 BCE,--,,Radiocarbon (uncorrected),Unknown,-4.649,145.964,1839 m,Papua New Guinea,Stratovolcano,5,"4,159","20,127","189,841"
Vesuvius,Confirmed Eruption,0880 BCE,4,AP3 tephra,Radiocarbon (corrected),Unknown,40.821,14.426,1281 m,Italy,Stratovolcano,"19,162","675,705","3,907,941","6,009,961"
Pelee,Confirmed Eruption,0890 BCE,--,Tephra layer NAB1,Radiocarbon (corrected),Unknown,14.809,-61.165,1394 m,France,Stratovolcano,251,"5,025","382,633","609,576"
Theistareykir,Confirmed Eruption,0900 BCE,0,Storihver (Theistareykjahraun),Tephrochronology,Unknown,65.883,-16.967,563 m,Iceland,Shield,0,36,"3,711","25,779"
Kuchinoshima,Confirmed Eruption,0900 BCE,--,,Radiocarbon (uncorrected),Unknown,29.968,129.926,628 m,Japan,Stratovolcano(es),93,101,291,"11,002"
Sheveluch,Confirmed Eruption,0900 BCE,3,,Tephrochronology,Unknown,56.653,161.36,3283 m,Russia,Stratovolcano,0,0,"1,718","11,613"
Midagahara,Confirmed Eruption,0900 BCE,--,Jigoku-dani,Tephrochronology,Unknown,36.571,137.59,2621 m,Japan,Stratovolcano,401,521,"143,935","4,455,560"
Izu-Oshima,Confirmed Eruption,0900 BCE,2,"SE flank, Tephra layer O10",Radiocarbon (corrected),Unknown,34.724,139.394,746 m,Japan,Stratovolcano,"2,381","8,037","8,375","11,837,468"
